registro_sistema,titulo,autor,assunto_principal,tipo_material,biblioteca,exemplares,emp_2018,emp_2019,emp_2020,emp_2022,total_emprestimos,media_por_exemplar
173381,Digital citizenship in schools,"Ribble, Mike.",Inclusão digital -,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
173422,Internet e competência tributária,"Oliveira, Júlio Maria de.",Competência tributária,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
173429,Aprenda java agora,"Davis, Stephen R.,",Java (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
173436,"CADD, projeto e desenho auxiliados por computador :","Voisinet, Donald D.,",Computação gráfica,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
173534,Simulação computacional de medidas estereológicas em estruturas de metal duro (WC-Co),"Esteves, Ezequias Matos.",Metais duros -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
173543,Estudo de obstáculos na ampliação do mercado da moda através da web,"Viana, Taciana Vicente.",E-commerce -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
173548,Joker :,"Souza, Diego Henrique Oliveira de.",Animação -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
173766,Introdução a objetos distribuídos com CORBA,"Riccioni, Paulo Roberto.",Sistemas operacionais distribuídos (Computadores),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
173872,Um algoritmo híbrido para o problema de roteamento de veículos com frotas heterogêneas,"Ferreira, Vanessa Danielle Santos.",Metaheurística híbrida -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
173887,JCircus 2.0 :,"Barrocas, Samuel Lincoln Magalhães.",JCircus(Linguagem de programação de computador) -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174129,Otimização de algoritmos criptográficos para redes de sensores sem fio e atuadores sem-fio para poços do tipo Plunger Lift,"Semente, Rodrigo Soares.",Segurança de redes sem fio -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174132,Desenvolvimento de um ambiente para projeto de controladores fuzzy para dispositivos móveis,"Araújo Júnior, Márcio Emanuel Ugulino de.",Sistemas embarcados -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174386,Aplicações móveis :,"Lee, Valentino.",Sistemas de comunicação móvel -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174406,Professional WAP,,Internet,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174407,Service-oriented architecture :,"Erl, Thomas.",Arquitetura de rede de computador,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174410,PGP :,"Garfinkel, Simson.",Computadores -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174632,Conhecimento em TI :,"Weill, Peter.",Administração,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174733,Comercialização de software no Brasil :,"Weikersheimer, Deana,",Software -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
174924,Computação gráfica :,"Gomes, Jonas de Miranda.",Computação gráfica,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
174948,Data structures : an advanced approach using C,"Esakov, Jeffrey.",C (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
175096,"Evolução, avaliação e validação do software RoboEduc","Barros, Renata Pitta.",Robótica -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
175102,Desenvolvimento de chatterbots educacionais :,"Lemos, Elizama das Chagas.",Agentes sintéticos -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
175325,SAMVC sistema de autoria de museus virtuais colaborativos,"Schneider, Claudio Alexandre.",Ambientes virtuais -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
175623,Simulação das temperaturas diárias na cidade de Natal-RN,"Silva Júnior, Dorgival Albertino da.",Recuperação da dados -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
175629,Mastering SolidWorks :,"Zeid, Ibrahim.",SolidWorks,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
175828,"Como montar, configurar e expandir seu PC 486 / Pentium","Vasconcelos, Laércio.",Microcomputadores,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
175902,Adaptive hardware infrastructures for sap,,SAP (programas de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
176017,O fenômeno fanfiction :,"Vargas, Maria Lucia Bandeira,",Fan fiction -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
176130,"Inteligência computacional aplicada à administração, economia e engenharia em Matlab",,Inteligência artificial,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
176156,Segurança e auditoria em sistemas de informação,"Lyra, Maurício Rocha.",Sistemas de informação -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
176167,Dominando Linux Firewall Iptables,Urubatan Neto.,Linux (Sistema operacional de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
176213,Sistemas distribuídos :,"Coulouris, George,",Sistemas operacionais distribuídos (Computadores),Livro,Biblioteca Central Zila Mamede,5,0,0,0,0,0,0.0
176228,Data mining methods and models,"Larose, Daniel T.",Tratamento de dados,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
176408,Usando Java :,,Java (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
176435,O que todo programador deveria saber sobre projeto orientado a objeto,"Page-Jones, Meilir.",Software -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
176595,Shell script profissional,"Jargas, Aurélio Marinho,",Shell script (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
176780,Literatura e informática,,Literatura e informática,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
176892,Algorithms and data structures :,"Baldwin, Douglas.",Algoritmos,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
177011,Treinamento profissional em visual basic.NET :,"Moroni, Herbert.",Visual Basic (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
177265,Segurança da informação :,"Alves, Gustavo Alberto.",Segurança da informação (computação) -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
177273,Quantum computing for computer scientists,"Yanofsky, Noson S.,",Computadção quântica,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
177592,"ASP, ADO e banco de dados na Internet","Marcoratti, José Carlos.",Banco de dados,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
177609,Estudo dirigido de Delphi 7,"Manzano, Jose Augusto N. G.",Delphi (Programa de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
177988,Treinamento profissional em Java :,"Somera, Guilherme.",Java (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
178032,Lógica de programação,"Carboni, Irenice de Fátima.",Programação (Computadores),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
178702,Previsão do índice Bovespa por meio de redes neurais artificiais :,"Souza, Renata Laíse Reis de.",Administração -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
178704,Uma plataforma de integração de middleware para computação ubíqua,"Lopes, Frederico Araújo da Silva.",Computação ubíqua -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
178877,Handbook of applied cryptography,"Menezes, A. J.",Computadores -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
178954,Redes de computadores :,"Moraes, Alexandre Fernandes.",Redes de computadores,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179017,Estendendo CRefine para o suporte de táticas de refinamento,"Conserva Filho, Madiel de Sousa.",Programas(Software) -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179021,Design gráfico da pluma de contaminação por compostos orgânicos voláteiss utilizando software CAD na investigação de passivo ambiental em um posto revendedor de combustíveis em Natal/RN,"Aquino Sobrinho, Hércules Lisboa de.",Programa de computador(Software) -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179028,Informática para concursos,"Antonio, João.",Informática -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179287,Visual basic .Net para programadores,"Pereira, Dani Edson,",Visual Basic (Programa de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179581,Internetworking with TCP/IP,"Comer, Douglas.",TCP/IP (Protocolo de rede de computação),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179641,Sistemas digitais :,"Uyemura, John P.",Circuitos integrados digitais,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179797,Avaliação de arquitetura de agentes emocionais :,"Meira, Marcílio de Oliveira.",Inteligência artificial -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179810,O problema do caixeiro viajante alugador :,"Silva, Paulo Henrique Asconavieta da.",Algoritmo -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
179853,Information processing and management of uncertainty in knowledge-based systems :,,Incerteza (Teoria da informação),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
179989,Aprenda a usar o computador e a Internet através de imagens. -,,Computadores,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180222,Linguagens de programação :,"Silva, José Carlos Gomes da.",Linguagem de programação (Computadores),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180248,Desacoplamento de um gerador síncrono através de um controle adaptativo por modelo de referência baseado em funções de base radial,"Oliveira, Odailson Cavalcante de.",Desacoplamento -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180250,Identificação em tempo real de modelo dinâmico de robô móvel com acionamento diferencial e zona morta,"Mendes, Ellon Paiva.",Robôs móveis -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180285,Introdução à linguagem PASCAL,"Welsh, Jim,",PASCAL (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180316,Mathematical foundations of neuroscience,"Ermentrout, Bard.",Neurociências -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
180475,Engenharia de software :,"Pressman, Roger S.",Engenharia de software,Livro,Biblioteca Central Zila Mamede,4,0,0,0,0,0,0.0
180517,Implementação de processador banda base OFDMA para downlink LTE em FPGA,"Silva, Bruno Leonardo Mendes Tavares.",Tecnologia LTE(Long Term Evolution) -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180661,Virtualização :,"Veras, Manoel",Virtualização,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
180828,Otimização em comitês de classificadores :,"Santana, Laura Emmanuella Alves dos Santos.",Inteligência artificial -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180840,Controle inteligente aplicado a uma mesa de coordenadas de dois graus de liberdade,"Barros Filho, Emanuel Guerra de.",Engenharia de programas de computador -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180842,NatalGIS :,"Xavier Júnior, João Carlos.",Sistema de informações geográficas -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
180921,Programação COBOL :,"Shimizu, Tamio,",COBOL (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
181098,Dos requisitos à arquitetura em linhas de produtos de software :,"Coelho, Keivilany Janielle de Lima.",Programa de computador(Software) -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
181373,Aprendendo a programar programando em turbo pascal,"Evaristo, Jaime.",Programação de sistemas (Computação),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
181415,Um estudo algorítmico da programação da intervenção de sondas de produção,"Sabry, Gustavo de Araújo.",Metaheurística -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
181608,AutoCad 12 :,"Gobbi, Cristina.",Sistema AutoCAD,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
181697,Implementing and maintaining Microsoft SQL Server 2008 eporting services,,SQL (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
181814,JAVA-XSC :,"Gonçalves, Marciano Lourenço da Silva.",Java(Linguagem de programação de computador) -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
181834,Separação cega de fontes lineares e não lineares usando algoritmo genético RBF e Negentropia de Rényi como medida de independência,"Damasceno, Nielsen Castelo.",Processamento de sinais digitais -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
182183,Projeto de sistemas integrados de propósito geral baseados em redes em chip - expandindo as funcionalidades dos roteadores para execução de operações :,"Araújo, Sílvio Roberto Fernandes de.",Arquitetura de computadores -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
182193,A argumentação como elemento discursivo na mídia digital :,"Dantas, Daniel.",Linguística aplicada -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
182226,Adobe Dreamweaver CS3 :,"Minorello, Danilo.",DreamWeaver (Programa de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
182266,Fireworks CS3 :,"Blumer, Fernando Lobo.",Fireworks (Programa de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
182697,Semantic web for the working ontologist :,"Allemang, Dean.",Web semântica,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
182700,Applied cryptography :,"Schneier, Bruce,",Criptografia de dados (Computação),Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
182779,Prática de projeto em AutoCad :,"Pereira, Jailson dos Santos",Informática,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
182810,Uma análise experimental de algoritmos exatos aplicados ao problema da árvore geradora multiobjetivo,"Drumond, Patricia Medyna Lauritzen de Lucena.",Algoritmos experimentais -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
183614,KitSmart :,"Santos, Simone de Oliveira.",Engenharia de software -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
183615,Beta :,"Matos, Ernesto Cid Brasil de.",Engenharia de software -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
183941,"Sistema embarcado à microcontrolador para coleta, rastreamento e transmissão de dados","Ciríaco, Raphael Dantas.",Sistemas embarcados -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
184231,Visual computing :,"Nielsen, Frank.",Computação gráfica,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
184420,Bilionários por acaso :,"Mezrich, Ben,","Zuckerberg, Mark,",Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
184736,An introduction to the analysis of algorithms,"Sedgewick, Robert,",Algoritmos de computador,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
184807,More programming pearls :,"Bentley, Jon Louis.",Programação (Computadores),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
184849,Nine algorithms that changed the future :,"MacCormick, John,",Inteligência artificial,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
184988,Polygon mesh processing,,Geometria -,Livro,Biblioteca Central Zila Mamede,5,0,0,0,0,0,0.0
185024,Use a cabeça! Programação,"Barry, Paul.",Programação (Computadores),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
185068,Investigando a combinação de técnicas de aprendizado semissupervisionado e classificação hierárquica multirrótulo,"Santos, Araken de Medeiros.",Aprendizado de máquina -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
185069,"""Quão romance é minha vida amorosa!"" :","Silva, Vergas Vitória Andrade da.",Redes sociais on-line -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
185071,Desenvolvimento de um sistema de automação e supervisão de máquinas dispensadoras através da Internet,"Costa, José Aniceto Duarte.",Programa de computador -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
185072,Geração procedural de cenários orientada a objetivos,"Duarte, Philip Michel.",Inteligência artifical -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
185269,Implementação de um sistema embarcado aplicado ao controle de pressão arterial,"Ribeiro, Anna Giselle Câmara Dantas.",Sistema de automação -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
185272,Desenvolvimento formal de aplicações para Smart Cards,"Gomes, Bruno Emerson Gurgel.",Engenharia de software -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
185310,"P, NP, and NP-completeness :","Goldreich, Oded.",Complexidade computacional,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
185556,Abordagem de construção de arquitetura homogênea para comitês via meta-aprendizagem,"Parente, Regina Rosa.",Aprendizagem de computador -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
186104,Data mining :,,Mineração de dados (Computação),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
186160,Como quebrar códigos :,"Hoglund, Greg.",Computadores,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
