registro_sistema,titulo,autor,assunto_principal,tipo_material,biblioteca,exemplares,emp_2018,emp_2019,emp_2020,emp_2022,total_emprestimos,media_por_exemplar
211997,Management theories and strategic practices for decision making,,Sistemas de suporte a decisão,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
212866,SOA :,"Fugita, Henrique Shoiti.",Software -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
212992,Bayesian reasoning and machine learning,"Barber, David.",Aprendizado de máquina,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
213487,Certificação Linux :,"Ribeiro, Uirá.",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
213614,UNIX and Linux system administration handbook,,UNIX (Sistema operacional),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,0,0,0,0,0,0.0
213695,Artificial intelligence :,"Luger, George F.",Inteligência artificial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
213697,Programming problems :,"Green, Bradley.",Programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
213698,Decision management systems :,"Taylor, James,",Sistemas de suporte à decisão,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
213700,Decision support systems for business intelligence,"Sauter, Vicki Lynn,",Sistema de suporte a decisão,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
213989,Como melhorar a performance de websites .net :,"Lotar, Alfredo.",Websites -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
214069,O melhor do java,"Waldo, Jim.",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
214075,Raspberry pi :,"Merces, Ricardo.",Raspberry pi,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
214397,Sistema de gestão processos de negócio e a tecnologia de serviços web,,Serviços web,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
214582,Feature extraction & image processing for computer vision,"Nixon, Mark S.",Computação gráfica,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
214602,Proactive intelligence :,"McGonagle, John J.",Inteligência computacional,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
214988,Analysis of questionnaire data with R,"Falissard, Bruno.",Questionários -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
215553,Inteligência digital :,"Wendt, Emerson.",Inteligência digital,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215554,Mobile game jam :,"Sampaio, Cleuton.",Programas,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215600,Apache :,"Coar, Ken.",Informática -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
215650,Fundamentos de programação :,"Aguilar, Luis Joyanes.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215656,Excelência em liderança para TI :,"Waller, Graham.",Tecnologia da informação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
215669,python three web development :,"Anders, Michel.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215698,Use a cabeça :,"Gardner, Lyza Danger.",Sites da Web,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215699,Java Web Services :,"Kalin, Martin.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215879,Introdução ao Windows 7 para desenvolvedores,,Informática -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215892,Desenvolvimento de software 1 :,,Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215894,Redes de computadores dois :,André Peres.,Ciência da computação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
215895,Engenharia de software :,"Schach, Stephen R.",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
215937,Padrões de projetos Ajax :,"Mahemoff, Michael.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
216003,Data warehousing in the age of big data,"Krishnan, Krish .",Armazenamento de dados,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
216132,Mastering Redmine :,"Lesyuk, Andriy.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
216138,Mobile user experience:,"Mendoza, Adrian.",Software de aplicação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
216768,Programando c# 3.0,"Liberty, Jesse.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
216779,Entrega contínua :,"Humble, Jez.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
216922,Eclipse IDE,"Burnette, Ed.",Computação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
216934,Classic Shell Scripting,"Robbins, Arnold.",Linguagem de programação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
218443,Introduction to intelligent systems in traffic and transportation,"Bazzan, Ana L C.",Sistemas de informação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
218633,Expert Python Programming,"Ziadé, Tarek.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
218681,Primefaces Cookbook,"Çaliskan, Mert.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
218721,A implantação dos computadores nos escritórios contábeis :,"Morais, Walderly de Brito.",Contabilidade -,Monografia,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
218745,O negócio de apps para iphone e ipad,"Wooldridge, Dave.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
218747,Aprenda a programar :,"Brod, Cesar.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,9,0,0,0,0,0,0.0
218857,Complex Networks :,"Cohen, Reuven.",Rede de computadores,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
218886,Data modeling for the business :,"Hoberman, Steve.",Banco de dados,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
218903,Use a cabeça desenvolvendo para iPhone e iPad,"Pilone, Dan.",Programação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
218904,Matlab R2013a :,"Matsumoto, Élia Yathie.",Programação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
218984,Recommender systems for the social web,"Arias, José J. Pazos.",Sistemas de informação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
218990,Recommender systems and the social web :,"Gedikli, Fatih.",Sistemas de informação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
218999,Recommender systems for social tagging systems,,Sistemas de informação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
219020,Recommender systems for learning,,Sistemas de informação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
219021,Computational geometry :,,Geometria computacional,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
219320,Modelação orientada ao serviço - SOA :,"Bell, Michael.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,0,0,0,0,0.0
219334,AWS para desenvolvedores :,"Lecheta, Ricardo R.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,0,0,0,0,0.0
219337,Google Android para Tablets :,"Lecheta, Ricardo R.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,0,0,0,0,0,0.0
220711,Linguagens formais e autômatos,"Menezes, Paulo Blauth.",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,0,0,0,0,0,0.0
220739,Amazon Web Services :,"Linton, Rob.",Computação empresarial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
221959,SOA :,"Erl, Thomas.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
222194,Informática  FCC :,"Quintão, Patrícia Lima.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
225863,Virtualização de servidores linux :,"Viana, Eliseu Ribeiro Cherene.",Virtualização de servidores,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,0,0,0,0,0.0
225864,Agrupamento de computadores em linux :,"Bookman, Charles.",Sistemas operacionais (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,0,0,0,0,0.0
225934,Windows server 2008 :,"Stanek, William R.,",Windows Server (Sistema operacional de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,13,0,0,0,0,0,0.0
225940,Antenna theory and design,"Stutzman, Warren L.",Antenas,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
226050,QoS :,"Albuquerque, Edison de Queiroz.",Redes de computadores,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
226073,ISO/IEC 20000 :,"Soula, Jose Maria Fiorino.",Inteligência artificial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,0,0,0,0,0.0
226107,Introdução à arquitetura e design de software :,,Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
226137,Computational science and engineering,"Strang, Gilbert.",Ciência da computação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
226168,Antenna theory :,"Balanis, Constantine A.",Tecnologia,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
226264,Entendendo inteligência artificial :,"Brighton, Henry.",Inteligência artificial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
226265,SOA :,"Erl, Thomas.",Sistemas de informação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
226321,Métodos para  análise de algoritmos,"Dobrushkin, Vladimir A.",Algoritmo,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
226324,Fundamentos de informática :,"Barbieri Filho, Plinio",Lógica -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
226358,O codificador limpo,"Martin, Robert C.",Programação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
226748,Java :,"Deitel, Harvey M.,",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
229305,Estruturas de dados com jogos,,Programação de computadores -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,15,0,0,0,0,0,0.0
230390,Criando aplicativos para iphone e ipad :,"Querino Filho, Luiz Carlos",Computação móvel,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
232367,Engenharia de software,"Pressman, Roger S.",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
232852,Plone 4 :,"Luiz, Rogério da Costa Dantas",Sites da Web,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
232870,The structure of complex networks :,"Estrada, Ernesto,",System analysis,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
232871,Dynamical processes on complex networks,"Barrat, Alain,",System analysis,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
232872,"Big data, big analytics :","Minelli, Michael,",Inteligência competitiva (Administração),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
233112,Gestão de produtos com Scrum :,"Pichler, Roman,",Software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233191,Guia resumido para certificação Oracle Java 7 SE Associate,"Souza, Thiago Hernandes de,",Pessoal da área de processamento eletrônico de dados,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233192,Sistemas de informação :,"Poletini, Ricardo Augusto,",C# (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233195,Guia da startup :,"Torres, Joaquim.",Planejamento empresarial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233201,Planeamento de sistemas de informação,"Amaral, Luís,",Sistemas de informação gerencial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233208,JSF2 na prática com richfaces,,Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233274,Certificação Cloud Essentials :,"Diógenes, Yuri.",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,0,0,0,0,0.0
233288,A recommender system for the semantic web :,"Codina, Victor,",Web semântica,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233290,Scientific computing :,"Heath, Michael T.",Análise numérica -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
233833,Python Algorithms :,"Hetland, Magnus Lie,",Python (Computer program language),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233839,Music data mining,,Musical analysis,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
233846,Neural networks in business :,"Smith, Kate A.,",Business networks,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
234293,Pattern recognition with neural networks in C++,"Pandya, Abhijit S,",Neural networks (Computer science),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
234295,Data clustering in C++ :,"Gan, Guojun,",Cluster analysis,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
234297,Data clustering :,,Document clustering,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
234298,Data clustering :,,Document clustering,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
234326,Data mining applications with R,"Zhao, Yanchang,",Mineração de dados,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
237655,Redes neurais artificiais :,"Kovacs, Zsolt Laszlo.",Inteligência artificial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
237691,Guia de campo do bom programador :,"Sampaio, Cleuton.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
237697,"Computação, cognição, semiose",,Sistemas especialistas (Computação),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
237763,Programação estruturada de computadores :,,Algoritmos,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238607,Deep web :,"Perez Ávila, Renato Nogueira.",Pesquisa na Internet,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238608,Java em artigos técnicos,"Bertol, Omero Francisco",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238611,Linux Backtrack R5 :,"Christo, Luís Henrique",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238619,Por que trabalhar na TI? :,"Castro Filho, Paulo Farias,",Tecnologia da informação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238622,Laboratório básico de redes de computadores :,"Carvalho, Rodrigo Zuolo,",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238626,Guia prático :,"Lopes, Camilo.",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238630,Blindagem em sistemas Linux - abordagens :,"Araújo, Euriam Barros de,",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238632,Software sub-reptício :,"Collberg, Christian",Computadores,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238640,Primefaces avançado + Web Service Rest :,"Souza, Thiago Hernandes de.",PrimeFaces (Programa de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
238827,Definindo escopo em projetos de software,"Debastiani, Carlos Alberto,",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
245370,Introdução à visão computacional usando MatLab,"Backes, André Ricardo,",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
245378,Implementando domain-driven design,"Vernon, Vaughn,",Software -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
245380,Website :,"Ramos, Fernando,",Website -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
246262,Material de apoio Ubuntuca :,,Sistema operacional,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
247057,Smart :,"Martel, Frédéric.",Tecnologia da Informação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247060,Building a scalable data Warehouse with data Vault 2.0,"linstedt, Daniel.",Banco de dados,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247063,Predictive analytics and Data Mining :,"kotu, Vijay.",Mineração de dados (Computação),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247065,The practical handbook of genetic algorithms :,,Algoritmos de computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247066,Commercial Data Mining :,"Nettleton, David.",Banco de dados -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247108,Beginning iphone development with Swift 3 :,"Maskrey, Molly K.",Programação de computadores -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247109,Beginning Swift games development forIOS :,"Goodwill, James.",Programação de Computadores -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247121,Adaptation in natural and artificial systems :,"Holland, John H.",Inteligência artificial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
247128,Evolutionary optimization algorithms :,"Simon, Dan.",Algoritmos genéticos,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
247148,Human Recognition in Unconstrained Environments :,,Identificação Biométrica,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247156,Pro design patterns in Swift,"Freeman, Adam.",Linguagens de programação de computador -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247158,Beginning Ruby :,"Cooper, Peter.",Linguagens de programação de computador -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247166,Practical Swift,"Downey, Eric.",Linguagens de programação de computador -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247169,Hidden Order :,"Holland, John H.",Análise de sistemas,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247170,Machine learning using R :,"Ramasubramanian, Karthik.",Aprendizado de máquinas,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247173,"Patterns, Principles, and of domain-driven design","Millett, Scott,",Design Dominado pelo Domínio (DDD),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
247181,Concepts of programming languages,"Mitchell, John C.",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247183,Programming Language Concepts,"Ghezzi, Carlo,",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247197,Fuzzy logic and expert systems applications,"Leondes, Cornelius T.",Sistemas de estruturas,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247199,Soft computing and intelligent systems :,"Sinha, Naresh K.",Sistemas inteligentes -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247236,Path planning for vehicles operating in uncertain 2d environments,"Pshikhopov, Viacheslav.",Planejamento,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247474,Multiple instance learning :,"Herrera, Francisco.",Aprendizado de múltiplas instâncias (MIL) -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
247477,Multilabel classification :,"Herrera, Francisco.",Edição de dados,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
247478,Programming language concepts,"Sestoft, Peter.",Linguagem de Programação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
