registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,assunto_lista,assunto_principal
224377,"Discurso e argumentação no blog ""fatos e dados"" da Petrobras",,Linguística aplicada.#$&Argumentação -#$&Cibercultura -#$&Representação social.#$&Estudos da linguagem.,"Lemos, Daniel Dantas.",Livro,5,2013.0,,"Curviana,",9788564846050,"['Linguística aplicada', 'Argumentação -', 'Cibercultura -', 'Representação social', 'Estudos da linguagem']",Linguística aplicada
224986,Ubiquitous computing :,"smart devices, environments, and interaction /",Interação homem-máquina.,"Poslad, Stefan.",Livro,1,2009.0,,"John Wiley & Sons Inc.,",,['Interação homem-máquina'],Interação homem-máquina
224987,Advances in ubiquitous computing :,future paradigms and directions /,Computação ubíqua.,,Livro,1,2008.0,,"IGI Pub.,",,['Computação ubíqua'],Computação ubíqua
225032,Microsoft Visual C# 2005 :,passo a passo /,C# (Linguagem de programação de computador)#$&Visual C# (Programa de computador),"Sharp, John,",Livro,2,2007.0,,"Bookman,",,"['C# (Linguagem de programação de computador)', 'Visual C# (Programa de computador)']",C# (Linguagem de programação de computador)
225224,"Avaliação, análise e desenvolvimento de jogo sério digital para desktop sobre sintomas e procedimentos de emergência do acidente vascular cerebral",,Design -#$&Jogo Digital -#$&Ensino-Aprendizagem -#$&Dissertação.#$&Design -#$&Design centrado no usuário -#$&Dissertação.#$&Dissertação.#$&Design digital -#$&Jogo digital -#$&Acidente vascular cerebral (AVC) -#$&Dissertação.,"Limeira, Carlos Felippe Dias.",Dissertação,1,2015.0,,,,"['Design -', 'Jogo Digital -', 'Ensino-Aprendizagem -', 'Dissertação', 'Design -', 'Design centrado no usuário -', 'Dissertação', 'Dissertação', 'Design digital -', 'Jogo digital -', 'Acidente vascular cerebral (AVC) -', 'Dissertação']",Design -
225394,Excel para contadores :,noções básicas de aplicação do programa na contabilidade /,Excel (Programa de computador).#$&Contabilidade -#$&Programas de computador,"Pereira, Maáio Sebastião de Azevedo.",Livro,1,2007.0,3. ed. -,"IOB Thomson,",,"['Excel (Programa de computador)', 'Contabilidade -', 'Programas de computador']",Excel (Programa de computador)
225561,Prolog programming in depth,,Prolog (Linguagem de programação de computador),"Covington, Michael A.,",Livro,1,1988.0,,"Scott/Foresman,",,['Prolog (Linguagem de programação de computador)'],Prolog (Linguagem de programação de computador)
225599,Windows server 2008 :,guia de bolso do administrador /,Windows Server (Sistema operacional de computador)#$&Sistemas operacionais (Computadores)#$&Cliente/servidor (Computadores),"Stanek, William R.,",Livro,3,2009.0,,"Bookman,",9788577803804,"['Windows Server (Sistema operacional de computador)', 'Sistemas operacionais (Computadores)', 'Cliente/servidor (Computadores)']",Windows Server (Sistema operacional de computador)
225602,Kit de treinamento MCTS - Exame 70-642 :,configuração do Windows Server 2008 : infraestrutura de rede /,Windows Server (Sistema operacional de computador).#$&Pessoal da área de processamento eletrônico de dados -#$&Certificados e licenças.#$&Software da Microsoft -#$&Exames -#$&Guias de estudo.#$&Redes de computadores -#$&Exames -#$&Guias de estudo.,"Northrup, Anthony,",Livro,20,2013.0,2. ed. -,"Bookman,",9788565837132,"['Windows Server (Sistema operacional de computador)', 'Pessoal da área de processamento eletrônico de dados -', 'Certificados e licenças', 'Software da Microsoft -', 'Exames -', 'Guias de estudo', 'Redes de computadores -', 'Exames -', 'Guias de estudo']",Windows Server (Sistema operacional de computador)
225630,Microsoft SQL Server 2012 :,passo a passo /,SQL (Linguagem de programa de computador).#$&SQL server (Programa de computador)#$&Microsoft.#$&Banco de dados.,"Leblanc, Patrick.",Livro,6,2014.0,,"Bookman,",9788582602232,"['SQL (Linguagem de programa de computador)', 'SQL server (Programa de computador)', 'Microsoft', 'Banco de dados']",SQL (Linguagem de programa de computador)
225640,Princípios e práticas de programação com C++,,Linguagem de programação.#$&C++ (Linguagem de programação de computador),"Stroustrup, Bjarne.",Livro,30,2012.0,,"Bookman,",9788577809585,"['Linguagem de programação', 'C++ (Linguagem de programação de computador)']",Linguagem de programação
225647,Fundamentos de sistemas de informação,,Sistemas de informação gerencial.#$&Tecnologia da Informação.,,Livro,25,2014.0,1. ed. -,"Elsevier,",9788535274356,"['Sistemas de informação gerencial', 'Tecnologia da Informação']",Sistemas de informação gerencial
225668,Resposta a incidentes de segurança em computadores :,planos para proteção de informação em risco /,"Computadores -#$&Medidas de segurança -#$&Manuais, guias, etc.#$&Tecnologia da informação -#$&Medidas de segurança -#$&Manuais, guias, etc.#$&Banco de dados -#$&Medidas de segurança -#$&Manuais, guias, etc.#$&Crimes por computador -#$&Investigação -#$&Manuais, guias, etc.#$&Crimes por computador -#$&Prevenção -#$&Manuais, guias, etc.#$&Computadores -#$&Medidas de segurança -#$&Planejamento#$&Manuais, guias, etc.","Mccarthy, N. K.",Livro,6,2014.0,,"Bookman,",9788582601310,"['Computadores -', 'Medidas de segurança -', 'Manuais, guias, etc', 'Tecnologia da informação -', 'Medidas de segurança -', 'Manuais, guias, etc', 'Banco de dados -', 'Medidas de segurança -', 'Manuais, guias, etc', 'Crimes por computador -', 'Investigação -', 'Manuais, guias, etc', 'Crimes por computador -', 'Prevenção -', 'Manuais, guias, etc', 'Computadores -', 'Medidas de segurança -', 'Planejamento', 'Manuais, guias, etc']",Computadores -
225671,Microsoft visual c# 2013 :,passo a passo /,C# (Linguagem de programação de computador).#$&Visual C# (Programa de computador).,"Sharp, John,",Livro,3,2013.0,,"Bookman,",9788577808496,"['C# (Linguagem de programação de computador)', 'Visual C# (Programa de computador)']",C# (Linguagem de programação de computador)
225683,Métodos ágeis para desenvolvimento de software,,Desenvolvimento ágil de software.,,Livro,9,2014.0,,"Bookman,",9788582602072,['Desenvolvimento ágil de software'],Desenvolvimento ágil de software
225684,Segurança de redes sem fio :,guia do iniciante /,Redes de computadores -#$&Medidas de segurança.#$&Sistemas de comunicação sem fio.,"Wrightson, Tyler.",Livro,8,2014.0,,"Bookman,",9788582601549,"['Redes de computadores -', 'Medidas de segurança', 'Sistemas de comunicação sem fio']",Redes de computadores -
225727,TIC kids online Brasil 2012 :,pesquisa sobre o uso da Internet por criancas e adolescentes no Brasil =  ICT kids online Brazil 2012 : survey on Internet use by children in Brazil /,Tecnologia da informação -#$&Pesquisa -#$&Brasil.#$&Internet e crianças -#$&Brasil.#$&Internet e adolescentes -#$&Brasil.#$&Sociedade da informação -#$&Brasil.#$&Inclusão digital -#$&Brasil.,,Livro,2,2013.0,,"Centro Gestor da Internet no Brasil,",,"['Tecnologia da informação -', 'Pesquisa -', 'Brasil', 'Internet e crianças -', 'Brasil', 'Internet e adolescentes -', 'Brasil', 'Sociedade da informação -', 'Brasil', 'Inclusão digital -', 'Brasil']",Tecnologia da informação -
225861,Administração de servidores linux,,Programação de computador.#$&Ciência da computação.,"Ramos, Atos.",Livro,22,2013.0,,"Ciência Moderna,",,"['Programação de computador', 'Ciência da computação']",Programação de computador
225863,Virtualização de servidores linux :,para redes corporativas /,Virtualização de servidores.#$&Redes de computadores -#$&Linux.,"Viana, Eliseu Ribeiro Cherene.",Livro,10,2008.0,,"Ciência moderna,",,"['Virtualização de servidores', 'Redes de computadores -', 'Linux']",Virtualização de servidores
225864,Agrupamento de computadores em linux :,aprenda a construir e manter grupos de computadores com linux /,Sistemas operacionais (Computadores).#$&Redes de computadores.,"Bookman, Charles.",Livro,11,2003.0,,"Ciência Moderna,",8573932465,"['Sistemas operacionais (Computadores)', 'Redes de computadores']",Sistemas operacionais (Computadores)
225934,Windows server 2008 :,guia completo /,Windows Server (Sistema operacional de computador).#$&Windows Server (Sistema operacional de computador).,"Stanek, William R.,",Livro,23,2009.0,,"Bookman,",,"['Windows Server (Sistema operacional de computador)', 'Windows Server (Sistema operacional de computador)']",Windows Server (Sistema operacional de computador)
225940,Antenna theory and design,,Antenas.#$&Eletrônicos.,"Stutzman, Warren L.",Livro,5,2013.0,3. ed.,"WILEY,",,"['Antenas', 'Eletrônicos']",Antenas
225982,Algoritmos :,logica para desenvolvimento de programação /,Programação (Computadores)#$&Programação lógica.#$&Estruturas de dados (Computação)#$&Algoritmos.,"Manzano, Jose Augusto N. G.",Livro,1,2000.0,11.ed. -,"Erica,",,"['Programação (Computadores)', 'Programação lógica', 'Estruturas de dados (Computação)', 'Algoritmos']",Programação (Computadores)
226048,Modelagem de sistemas orientados a objetos :,ensino didático /,Métodos orientados a objetos.#$&Modelagem por computador.,"Furgeri, Sérgio.",Livro,10,2013.0,1. ed. -,"Érica,",,"['Métodos orientados a objetos', 'Modelagem por computador']",Métodos orientados a objetos
226049,Análise de pontos de função :,"medição, estimativas e gerência de projetos de software /",Análise de sistemas.#$&Projeto de sistemas.,"Vazquez, Carlos Eduardo.",Livro,3,2013.0,13. ed.,"Érica,",,"['Análise de sistemas', 'Projeto de sistemas']",Análise de sistemas
226050,QoS :,qualidade de serviço em redes de computadores /,Redes de computadores.#$&Sistemas de informação.,"Albuquerque, Edison de Queiroz.",Livro,8,2013.0,1. ed. -,"Elsevier,",,"['Redes de computadores', 'Sistemas de informação']",Redes de computadores
226073,ISO/IEC 20000 :,gerenciamento de serviços de tecnologia da informação /,Inteligência artificial.#$&Tecnologia da informação.#$&Certificação profissional.,"Soula, Jose Maria Fiorino.",Livro,10,2013.0,,"Brasport,",,"['Inteligência artificial', 'Tecnologia da informação', 'Certificação profissional']",Inteligência artificial
226107,Introdução à arquitetura e design de software :,uma visão sobre a plataforma Java /,Java (Linguagem de programação de computador).#$&Software de aplicação -#$&Desenvolvimento,,Livro,6,2012.0,,"Campus,",9788535250299,"['Java (Linguagem de programação de computador)', 'Software de aplicação -', 'Desenvolvimento']",Java (Linguagem de programação de computador)
226137,Computational science and engineering,,Ciência da computação.#$&Engenharia.,"Strang, Gilbert.",Livro,5,2007.0,,"WellesleyCambridge Press,",,"['Ciência da computação', 'Engenharia']",Ciência da computação
226168,Antenna theory :,analysis and design /,Tecnologia.#$&Antena.,"Balanis, Constantine A.",Livro,5,2005.0,3. ed.,"WILEY,",,"['Tecnologia', 'Antena']",Tecnologia
226264,Entendendo inteligência artificial :,um guia ilustrado /,Inteligência artificial.#$&Robótica.#$&Tecnologia.,"Brighton, Henry.",Livro,3,2014.0,,"Leya,",,"['Inteligência artificial', 'Robótica', 'Tecnologia']",Inteligência artificial
226265,SOA :,principles of service design /,Sistemas de informação.#$&Informática.,"Erl, Thomas.",Livro,8,2008.0,,"Prentice Hall,",,"['Sistemas de informação', 'Informática']",Sistemas de informação
226288,Modern compiler implementation in Java,,Java (Linguagem de programação de computador).#$&Compiladores (Computadores).,"Appel, Andrew W.,",Livro,1,2002.0,2nd ed. -,"Cambridge University Press,",,"['Java (Linguagem de programação de computador)', 'Compiladores (Computadores)']",Java (Linguagem de programação de computador)
226321,Métodos para  análise de algoritmos,,Algoritmo.#$&Computação -#$&Matemática.,"Dobrushkin, Vladimir A.",Livro,3,2012.0,,"LTC,",,"['Algoritmo', 'Computação -', 'Matemática']",Algoritmo
226324,Fundamentos de informática :,lógica para computação /,Lógica -#$&Informática.#$&Computação -#$&Matemática.,"Barbieri Filho, Plinio",Livro,3,2013.0,,"LTC,",,"['Lógica -', 'Informática', 'Computação -', 'Matemática']",Lógica -
226343,Hacking :,a próxima geração /,Segurança da informação.#$&Computação -#$&Hacking.,"Dhanjani, Nitesh.",Livro,3,2011.0,,"Alta Books,",,"['Segurança da informação', 'Computação -', 'Hacking']",Segurança da informação
226358,O codificador limpo,,Programação -#$&Computadores.#$&Ética profissional.,"Martin, Robert C.",Livro,3,2012.0,,"Alta Books,",,"['Programação -', 'Computadores', 'Ética profissional']",Programação -
226360,Análise e projeto de sistemas,,Projeto de sistemas.#$&Análise de sistemas.#$&Arquitetura de computador.,"Dennis, Alan,",Livro,11,2014.0,5. ed. -,"LTC,",9788521625094,"['Projeto de sistemas', 'Análise de sistemas', 'Arquitetura de computador']",Projeto de sistemas
226370,The internet of things :,key applications and protocols /,Internet -#$&Computação.#$&Informática.#$&Internet of things.#$&Internet das coisas.,"Hersent, Olivier.",Livro,6,2012.0,,"John Wiley,",,"['Internet -', 'Computação', 'Informática', 'Internet of things', 'Internet das coisas']",Internet -
226373,Designing the internet of things,,Internet -#$&Computação.#$&Informática.#$&Internet of things.#$&Internet das coisas.,"McEwen, Adrian.",Livro,5,2014.0,,"John Wiley,",,"['Internet -', 'Computação', 'Informática', 'Internet of things', 'Internet das coisas']",Internet -
226468,Data structures and algorithms in Java,,Java (Linguagem de programação de computador)#$&Estrutura de dados (Ciência da computação)#$&Algoritmos de computador.,"Goodrich, Michael T.",Livro,1,1997.0,2nd ed. -,"Wiley,",0471383678,"['Java (Linguagem de programação de computador)', 'Estrutura de dados (Ciência da computação)', 'Algoritmos de computador']",Java (Linguagem de programação de computador)
226630,Linux programming by example,,Linux (Sistema operacional de computador).#$&Sistemas operacionais (Computadores).#$&Programação (Computadores).,"Wall, Kurt.",Livro,1,2000.0,,"Que,",0789722151,"['Linux (Sistema operacional de computador)', 'Sistemas operacionais (Computadores)', 'Programação (Computadores)']",Linux (Sistema operacional de computador)
226672,Engineering a compiler,,Compiladores (Programas de computador),"Cooper, Keith D.",Livro,1,2008.0,,"Morgan Kaufmann,",,['Compiladores (Programas de computador)'],Compiladores (Programas de computador)
226677,Programming language processors in Java :,compilers and interpreters /,Java (Linguagem de programação de computador)#$&Compiladores (Programas de computador),"Watt, David A.",Livro,1,2000.0,,"Prentice Hall,",,"['Java (Linguagem de programação de computador)', 'Compiladores (Programas de computador)']",Java (Linguagem de programação de computador)
226748,Java :,como programar /,Java (Linguagem de programação de computador),"Deitel, Harvey M.,",Livro,5,2005.0,6. ed. -,"Prentice Hall,",,['Java (Linguagem de programação de computador)'],Java (Linguagem de programação de computador)
226899,Informática ESAF,,"Informática -#$&Problemas, exercícios, etc.","Martins Filho, Manuel.",Livro,1,2007.0,2. ed. -,"Ed. Ferreira,",,"['Informática -', 'Problemas, exercícios, etc']",Informática -
226935,Laboratório de IPv6 :,aprenda na prática usando um emulador de redes /,Internet (Redes de computação).#$&Redes de computação -#$&Protocolos.,,Livro,4,2015.0,,"Novatec Editora,",9788575224182,"['Internet (Redes de computação)', 'Redes de computação -', 'Protocolos']",Internet (Redes de computação)
226998,Contabilidade inside ERP,,Contabilidade -#$&Processamento de dados.#$&Contabilidade gerencial.#$&Contabilidade de custo.,"Haberkorn, Ernesto M.",Livro,1,2001.0,,"Makron,",,"['Contabilidade -', 'Processamento de dados', 'Contabilidade gerencial', 'Contabilidade de custo']",Contabilidade -
227060,Data Centers :,"desvendando cada passo : conceitos, projeto, infra estrutura física e eficiência energética /",Redes de computação.#$&Sistemas de telecomunicação.#$&Sistemas de transmissão de dados.,"Marin, Paulo Sérgio.",Livro,10,2011.0,1. ed. -,"Érica,",9788536503660,"['Redes de computação', 'Sistemas de telecomunicação', 'Sistemas de transmissão de dados']",Redes de computação
227337,Princípios de análise e projeto de sistemas com UML,,Métodos orientados a objetos -#$&computação.#$&UML -#$&computação.#$&Análise de sistemas.,"Bezerra, Eduardo,",Livro,19,2015.0,3. ed. rev atual. -,"Elsevier,",,"['Métodos orientados a objetos -', 'computação', 'UML -', 'computação', 'Análise de sistemas']",Métodos orientados a objetos -
227351,Segurança de dados :,criptografia em redes de computador /,Criptografia de dados (Computação)#$&Computadores#$&Medidas de segurança.,"Terada, Routo.",Livro,10,2008.0,2. ed. rev. e ampl. -,"Edgard Blucher,",9788521204398,"['Criptografia de dados (Computação)', 'Computadores', 'Medidas de segurança']",Criptografia de dados (Computação)
227548,Direito digital,,Internet (Redes de computação) -#$&Legislação -#$&Brasil.#$&Mídia digital -#$&Legislação -#$&Brasil.#$&Tecnologia e direito.,"Peck, Patricia,",Livro,1,2002.0,,"Saraiva,",,"['Internet (Redes de computação) -', 'Legislação -', 'Brasil', 'Mídia digital -', 'Legislação -', 'Brasil', 'Tecnologia e direito']",Internet (Redes de computação) -
227580,Test-driven development :,by example /,Software -#$&Testes.#$&Software -#$&Desenvolvimento.#$&Programação (Computadores).,"Beck, Kent.",Livro,2,2003.0,,"Addison-Wesley,",0321146530,"['Software -', 'Testes', 'Software -', 'Desenvolvimento', 'Programação (Computadores)']",Software -
227620,Microsoft Windows Server 2012 :,"instalação, configuração e administração de redes /",Windows Server (Sistema operacional de computador).#$&Windows (Programas de computador).#$&Redes de computadores.#$&Servidores da Web.,"Thompson, Marco Aurélio,",Livro,12,2014.0,2. ed. -,"Érica,",9788536504346,"['Windows Server (Sistema operacional de computador)', 'Windows (Programas de computador)', 'Redes de computadores', 'Servidores da Web']",Windows Server (Sistema operacional de computador)
227627,Tecnologia e projeto de data warehouse  :,uma visão multidimensional /,Armazenamento de dados.#$&Data warehouse.#$&Banco de dados -#$&Gerência.,"Machado, Felipe Nery Rodrigues.",Livro,5,2013.0,6. ed.,"Érica,",,"['Armazenamento de dados', 'Data warehouse', 'Banco de dados -', 'Gerência']",Armazenamento de dados
227649,Algoritmos :,lógica para desenvolvimento de programação de computadores /,Programação (Computadores).#$&Programação lógica (Computação)#$&Estruturas de dados (Computação)#$&Algoritmos.,"Manzano, José Augusto N. G.",Livro,24,2014.0,27. ed. -,"Érica,",9788536502212,"['Programação (Computadores)', 'Programação lógica (Computação)', 'Estruturas de dados (Computação)', 'Algoritmos']",Programação (Computadores)
227655,Estudo dirigido de Microsoft Office Power Point 2013,,PowerPoint (Programa de computador),"Manzano, José Augusto N. G.",Livro,3,2014.0,,"Érica,",9788536504759,['PowerPoint (Programa de computador)'],PowerPoint (Programa de computador)
227657,Estudo dirigido de Microsoft Word 2013:,,Word (Programa de computador),"Manzano, André Luiz N. G.",Livro,3,2013.0,1. ed.-,"Érica,",,['Word (Programa de computador)'],Word (Programa de computador)
227658,Software development and professional practice,,Software -#$&Desenvolvimento.,"Dooley, John,",Livro,10,2011.0,,"Apress,",9781430238010,"['Software -', 'Desenvolvimento']",Software -
227673,Implantando a governança de TI :,da estratégia à gestão dos processos e serviços /,Tecnologia da informação -#$&Administração.#$&Gestão do conhecimento.#$&Governança corporativa.,"Fernandes, Aguinaldo Aragon.",Livro,8,2014.0,4. ed. -,"Brasport,",9788574526584,"['Tecnologia da informação -', 'Administração', 'Gestão do conhecimento', 'Governança corporativa']",Tecnologia da informação -
227722,A revolução da inovação aberta :,a chave da nova competitividade nos negócios /,Inovações tecnológicas.#$&Liderança.#$&Empreendimentos.,"Lindegaard, Stefan",Livro,1,2011.0,,"Évora,",,"['Inovações tecnológicas', 'Liderança', 'Empreendimentos']",Inovações tecnológicas
227773,Lições do Projeto um Computador por Aluno :,estudos e pesquisas no contexto da escola pública /,Projeto Um Computador por Aluno#$&Ensino auxiliado por computador.#$&Tecnologia educacional.,,Livro,5,2015.0,1. ed.,"Ed. UECE,",9788578262662,"['Projeto Um Computador por Aluno', 'Ensino auxiliado por computador', 'Tecnologia educacional']",Projeto Um Computador por Aluno
227860,Pro C# with .NET 3.0,,C# (Linguagem de programação de computador) #$&Programação para internet.#$&Microsoft .NET.,"Troelsen, Andrew W.",Livro,1,2007.0,,"Apress ;#$&Springer-Verlag,",9781590598238,"['C# (Linguagem de programação de computador)', 'Programação para internet', 'Microsoft .NET']",C# (Linguagem de programação de computador)
228102,Lectures on complex networks,,Redes de computadores.#$&Redes de informação.#$&Análise de sistemas.#$&Física matemática.,"Dorogovtsev, S. N.",Livro,1,2010.0,,"Oxford University,",,"['Redes de computadores', 'Redes de informação', 'Análise de sistemas', 'Física matemática']",Redes de computadores
228197,Techno Vision II,,Tecnologia da Informação.#$&Internet.,"Wang, Charles B.",Livro,1,1998.0,,"Makron,",8534609675,"['Tecnologia da Informação', 'Internet']",Tecnologia da Informação
228293,Streaming :,aprenda a criar e instalar sua rádio ou TV na Internet /,Tecnologia streaming (Telecomunicação).#$&Televisão na Internet.#$&Radiodifusão na Internet.#$&Multimídia interativa.,"Perez Ávila, Renato Nogueira.",Livro,15,2008.0,,"Ciência Moderna,",9788573936605,"['Tecnologia streaming (Telecomunicação)', 'Televisão na Internet', 'Radiodifusão na Internet', 'Multimídia interativa']",Tecnologia streaming (Telecomunicação)
228297,Documentos empresariais :,informações complementares da comunicação empresarial /,Administração de empresas -#$&Processamento de dados.#$&Comunicação -#$&Administração.,"Costa, Nelson Pereira da.",Livro,10,2012.0,,"Ciênica Moderna,",9788539901814,"['Administração de empresas -', 'Processamento de dados', 'Comunicação -', 'Administração']",Administração de empresas -
228340,Engenharia de software :,um framework para a gestão de riscos em projetos de software /,Engenharia de software. #$&Engenharia de abastecimento de água.,"Nogueira, Marcelo.",Livro,2,2009.0,,"Ciência Moderna,",9798573937855,"['Engenharia de software', 'Engenharia de abastecimento de água']",Engenharia de software
228363,Computação e simulação analogica e hibrida,,Computadores analógicos.#$&Computadores hibridos.#$&Simulação (Computadores),"Dianese, Antonio,",Livro,1,1984.0,2.ed. -,"Guanabara Dois,",,"['Computadores analógicos', 'Computadores hibridos', 'Simulação (Computadores)']",Computadores analógicos
228382,Dominando JavaServer pages avançado,,JavaServer pages (Programa de computador).#$&Sites da Web -#$&Projetos#$&Sites da Web -#$&Desenvolvimento.,"Geary, David M.",Livro,2,2002.0,,"Ciência Moderna,",8573931736,"['JavaServer pages (Programa de computador)', 'Sites da Web -', 'Projetos', 'Sites da Web -', 'Desenvolvimento']",JavaServer pages (Programa de computador)
228882,Linguagem c:,completa e descomplicada /,Linguagem de Programação de Computador#$&Programação de computador,"Backes, André",Livro,10,2013.0,,"Elsevier,",9788535268553,"['Linguagem de Programação de Computador', 'Programação de computador']",Linguagem de Programação de Computador
228883,Banco de dados desmistificado,,Banco de dados.,"Oppel, Andrew J.",Livro,1,2004.0,,"Alta Books,",,['Banco de dados'],Banco de dados
229294,Fundamentos da privacidade digital :,ferramentas para proteger suas informações pessoais e sua identidade na Internet /,Processamento de dados.#$&Medidas de segurança.#$&Empresa -#$&Redes de computadores.,"Cherry, Denny.",Livro,77,2015.0,1. ed. -,"Elsevier,",,"['Processamento de dados', 'Medidas de segurança', 'Empresa -', 'Redes de computadores']",Processamento de dados
229305,Estruturas de dados com jogos,,Programação de computadores -#$&Jogos.#$&Estrutura de dados -#$&Computação.#$&Animação por computador.,,Livro,78,2014.0,1. ed. -,"Elsevier,",,"['Programação de computadores -', 'Jogos', 'Estrutura de dados -', 'Computação', 'Animação por computador']",Programação de computadores -
229508,"Literatura, arte e tecnologia",,"Literatura -


#$&Estudo e ensino.#$&Arte e literatura.#$&Literatura e tecnologia.#$&Mídia digital.",,Livro,1,2013.0,1. ed.,"Copiart,",,"['Literatura -', 'Estudo e ensino', 'Arte e literatura', 'Literatura e tecnologia', 'Mídia digital']",Literatura -
229528,Advances in network analysis and its applications,,Matemática -#$&Análise de redes.#$&Análise de sistemas.,,Livro,1,2013.0,,"Springer,",,"['Matemática -', 'Análise de redes', 'Análise de sistemas']",Matemática -
229549,Collective intelligence in action,,Inteligência artificial.#$&Mineração de dados.#$&Java (Linguagem de programação de),"Alag, Satnam.",Livro,1,2009.0,,"Manning,",,"['Inteligência artificial', 'Mineração de dados', 'Java (Linguagem de programação de)']",Inteligência artificial
229597,Humanidades digitais :,leitura e tecnologia /,Literatura -#$&Estudo e ensino.#$&Literatura e tecnologia.#$&Bibliotecas virtuais.#$&Repositórios institucionais.,,Livro,1,2014.0,1. ed.,"Copiart,",,"['Literatura -', 'Estudo e ensino', 'Literatura e tecnologia', 'Bibliotecas virtuais', 'Repositórios institucionais']",Literatura -
229603,Criação digital :,prática e reflexão /,"Literatura e tecnologia.

#$&Arte e literatura.#$&Mídia digital.#$&Literatura digital.#$&Arte digital.",,Livro,1,2014.0,,"Copiart,",,"['Literatura e tecnologia', 'Arte e literatura', 'Mídia digital', 'Literatura digital', 'Arte digital']",Literatura e tecnologia
229752,Python para desenvolvedores,,Python (Linguagem de programação de computador).,"Borges, Luiz Eduardop.",Livro,150,2014.0,1. ed. -,"Novatec,",9788575224052,['Python (Linguagem de programação de computador)'],Python (Linguagem de programação de computador)
229769,Desenvolvendo para iphone e ipad,,Software de aplicação -#$&Desenvolvimento.#$&iPhone (Smartphone).#$&iPad (Computador).#$&Computação móvel.,"Lecheta, Ricardo R.",Livro,2,2014.0,3. ed.,"Novatec,",,"['Software de aplicação -', 'Desenvolvimento', 'iPhone (Smartphone)', 'iPad (Computador)', 'Computação móvel']",Software de aplicação -
229821,Local and metropolitan area networks,,Redes de regiões metropolitanas (Computação)#$&Redes locais de computação.,"Stallings, William,",Livro,1,1997.0,5. ed. -,"Prentice-Hall,",,"['Redes de regiões metropolitanas (Computação)', 'Redes locais de computação']",Redes de regiões metropolitanas (Computação)
229839,Web services SOAP em Java :,guia prático para o desenvolvimento de web services em Java /,Java (Linguagem de programação de computador).#$&Web sites -#$&Desenvolvimento.#$&Serviços da web.#$&Simple object access protocol (SOAP).,"Gomes, Daniel Adorno.",Livro,2,2014.0,2. ed. -,"Novatec,",9788575223567,"['Java (Linguagem de programação de computador)', 'Web sites -', 'Desenvolvimento', 'Serviços da web', 'Simple object access protocol (SOAP)']",Java (Linguagem de programação de computador)
229893,Trends in practical applications of heterogeneous multi-agent systems. the PAAMS collection,,Sistemas multiagentes.,,Livro,2,2014.0,,"Springer,",9783319074757,['Sistemas multiagentes'],Sistemas multiagentes
230036,Introduction to data mining,,Mineração de dados (Computação).#$&Dados -#$&Análise.#$&Tratamento de dados.,"Tan, Pang-Ning.",Livro,3,2006.0,,Pearson,0321321367,"['Mineração de dados (Computação)', 'Dados -', 'Análise', 'Tratamento de dados']",Mineração de dados (Computação)
230064,Effective C++ :,55 specific ways to improve your programs and designs /,C++ (Linguagem de programação de computador).,"Meyers, Scott",Livro,2,2005.0,3rd ed. -,"Addison-Wesley,",9780321334879,['C++ (Linguagem de programação de computador)'],C++ (Linguagem de programação de computador)
230065,The C++ standard library :,a tutorial and reference /,C++ (Linguagem de programação de computador).,"Josuttis, Nicolai M.",Livro,2,2012.0,2nd ed. -,"Addison-Wesley,",9780321623218,['C++ (Linguagem de programação de computador)'],C++ (Linguagem de programação de computador)
230214,O verdadeiro valor de TI :,como transformar TI de um centro de custos em um centro de valor e competitividade /,Tecnologia da informação -#$&Administração.#$&Sistemas de informação gerencial.,"Hunter, Richard,",Livro,1,2011.0,,"M. Books,",,"['Tecnologia da informação -', 'Administração', 'Sistemas de informação gerencial']",Tecnologia da informação -
230215,Gestão de tecnologia da informação :,governança de TI : arquitetura e alinhamento entre sistemas de informação e o negócio /,Tecnologia da informação -#$&Administração#$&Gerenciamento de recurso de informação#$&Sistemas de informação gerencial.,"Molinaro, Luís Fernando Ramos",Livro,1,2011.0,,"LTC Ed.,",,"['Tecnologia da informação -', 'Administração', 'Gerenciamento de recurso de informação', 'Sistemas de informação gerencial']",Tecnologia da informação -
230390,Criando aplicativos para iphone e ipad :,uma abordagem prática do nível básico ao avançado. /,Computação móvel.#$&Aplicativos.#$&Dispositivos móveis.,"Querino Filho, Luiz Carlos",Livro,5,2013.0,,"Novatec,",,"['Computação móvel', 'Aplicativos', 'Dispositivos móveis']",Computação móvel
230391,Testes de invasão :,uma introdução prática ao hacking /,Teste de invasão (Medidas de segurança para computadores).#$&Computadores -#$&Medidas de segurança.#$&Hacking.,"Weidman, Georgia.",Livro,25,2014.0,1. ed. -,"Novatec,",9788575224076,"['Teste de invasão (Medidas de segurança para computadores)', 'Computadores -', 'Medidas de segurança', 'Hacking']",Teste de invasão (Medidas de segurança para computadores)
